impl,n,mean,std,min,max
naive,64,0,003432,0,001470,0,001403,0,005456
naive,128,0,001326,0,000254,0,001142,0,001802
naive,256,0,012251,0,001909,0,009252,0,014849
naive,512,0,067929,0,016547,0,051053,0,096582
blocked,64,0,002298,0,001017,0,001639,0,004270
blocked,128,0,003212,0,001824,0,001002,0,005384
blocked,256,0,009636,0,000908,0,008623,0,011241
blocked,512,0,077320,0,007838,0,071346,0,092453
